LR.Index	CellChat	CytoTalk	celltalkdb
Col4a6_Itga1	1	0	0
Col4a6_Itga10	1	0	0
Col4a6_Itga11	1	0	0
Col4a6_Itga2	1	0	0
Col4a6_Itga3	1	0	0
Col4a6_Itga9	1	0	0
Col4a6_Itgav	1	0	0
Col4a6_Itgb1	1	0	1
Col4a6_Itgb8	1	0	0
Col4a6_Sdc1	1	0	0
Col4a6_Sdc4	1	0	0
Col5a1_Sdc3	0	1	0
Col5a2_Ddr1	0	1	0
Col5a3_Sdc3	0	1	0
Col6a1_Cd44	1	0	0
Col6a1_Gp6	1	0	0
Col6a1_Itga1	1	0	0
Col6a1_Itga10	1	0	0
Col6a1_Itga11	1	0	0
Col6a1_Itga2	1	0	0
Col6a1_Itga3	1	0	0
Col6a1_Itga9	1	0	0
Col6a1_Itgav	1	0	0
Col6a1_Itgb1	1	0	0
Col6a1_Itgb8	1	0	0
Col6a1_Sdc1	1	0	0
Col6a1_Sdc4	1	0	0
Col6a2_Cd44	1	0	0
Col6a2_Gp6	1	0	0
Col6a2_Itga1	1	0	0
Col6a2_Itga10	1	0	0
Col6a2_Itga11	1	0	0
Col6a2_Itga2	1	0	0
Col6a2_Itga3	1	0	0
Col6a2_Itga9	1	0	0
Col6a2_Itgav	1	0	0
Col6a2_Itgb1	1	0	0
Col6a2_Itgb8	1	0	0
Col6a2_Sdc1	1	0	0
Col6a2_Sdc4	1	0	0
Col6a3_Cd44	1	0	0
Col6a3_Gp6	1	0	0
Col6a3_Itga1	1	0	0
Col6a3_Itga10	1	0	0
Col6a3_Itga11	1	0	0
Col6a3_Itga2	1	0	0
Col6a3_Itga3	1	0	0
Col6a3_Itga9	1	0	0
Col6a3_Itgav	1	0	0
Col6a3_Itgb1	1	0	0
Col6a3_Itgb8	1	0	0
Col6a3_Sdc1	1	0	0
Col6a3_Sdc4	1	0	0
Col6a4_Cd44	1	0	0
Col6a4_Gp6	1	0	0
Col6a4_Itga1	1	0	0
Col6a4_Itga10	1	0	0
Col6a4_Itga11	1	0	0
Col6a4_Itga2	1	0	0
Col6a4_Itga3	1	0	0
Col6a4_Itga9	1	0	0
Col6a4_Itgav	1	0	0
Col6a4_Itgb1	1	0	0
Col6a4_Itgb8	1	0	0
Col6a4_Sdc1	1	0	0
Col6a4_Sdc4	1	0	0
Col6a5_Cd44	1	0	0
Col6a5_Gp6	1	0	0
Col6a5_Itga1	1	0	0
Col6a5_Itga10	1	0	0
Col6a5_Itga11	1	0	0
Col6a5_Itga2	1	0	0
Col6a5_Itga3	1	0	0
Col6a5_Itga9	1	0	0
Col6a5_Itgav	1	0	0
Col6a5_Itgb1	1	0	0
Col6a5_Itgb8	1	0	0
Col6a5_Sdc1	1	0	0
Col6a5_Sdc4	1	0	0
Col6a6_Cd44	1	0	0
Col6a6_Gp6	1	0	0
Col6a6_Itga1	1	0	0
Col6a6_Itga10	1	0	0
Col6a6_Itga11	1	0	0
Col6a6_Itga2	1	0	0
Col6a6_Itga3	1	0	0
Col6a6_Itga9	1	0	0
Col6a6_Itgav	1	0	0
Col6a6_Itgb1	1	0	0
Col6a6_Itgb8	1	0	0
Col6a6_Sdc1	1	0	0
Col6a6_Sdc4	1	0	0
Col8a1_Itga1	0	1	1
Col8a1_Itga2	0	1	1
Col9a1_Cd44	1	0	0
Col9a1_Gp6	1	0	0
Col9a1_Itga1	1	0	0
Col9a1_Itga10	1	0	0
Col9a1_Itga11	1	0	0
Col9a1_Itga2	1	0	0
Col9a1_Itga3	1	0	0
Col9a1_Itga9	1	0	0
Col9a1_Itgav	1	0	0
Col9a1_Itgb1	1	0	0
Col9a1_Itgb8	1	0	0
Col9a1_Mag	0	1	1
Col9a1_Sdc1	1	0	0
Col9a1_Sdc4	1	0	0
Col9a2_Cd44	1	0	0
Col9a2_Gp6	1	0	0
Col9a2_Itga1	1	0	0
Col9a2_Itga10	1	0	0
Col9a2_Itga11	1	0	0
Col9a2_Itga2	1	0	0
Col9a2_Itga3	1	0	0
Col9a2_Itga9	1	0	0
Col9a2_Itgav	1	0	0
Col9a2_Itgb1	1	0	0
Col9a2_Itgb8	1	0	0
Col9a2_Mag	0	1	1
Col9a2_Sdc1	1	0	0
Col9a2_Sdc4	1	0	0
Col9a3_Cd44	1	0	0
Col9a3_Gp6	1	0	0
Col9a3_Itga1	1	0	0
Col9a3_Itga10	1	0	0
Col9a3_Itga11	1	0	0
Col9a3_Itga2	1	0	0
Col9a3_Itga3	1	0	0
Col9a3_Itga9	1	0	0
Col9a3_Itgav	1	0	0
Col9a3_Itgb1	1	0	0
Col9a3_Itgb8	1	0	0
Col9a3_Mag	0	1	1
Col9a3_Sdc1	1	0	0
Col9a3_Sdc4	1	0	0
Colq_Musk	0	1	1
Comp_Cd36	1	0	1
Comp_Cd47	1	0	1
Comp_Itga3	1	0	0
Comp_Itga7	0	0	1
Comp_Itgav	1	0	1
Comp_Itgb1	1	0	0
Comp_Itgb3	1	0	0
Comp_Notch1	0	0	1
Comp_Notch3	0	0	1
Comp_Sdc1	1	0	0
Comp_Sdc4	1	0	0
Cort_Ghsr	0	1	1
Cort_Mrgprb1	0	1	0
Cort_Mrgprx2	0	1	0
Cort_Sstr1	1	1	1
Cort_Sstr2	1	1	1
Cort_Sstr3	1	1	1
Cort_Sstr4	1	1	1
Cort_Sstr5	1	1	1
Cp_Slc40a1	0	1	1
Crh_Crhr1	1	1	1
Crh_Crhr2	1	1	1
Crh_Mc2r	0	1	0
Crisp2_Catsper1	0	0	1
Crp_Fcgr1	0	0	1
Crp_Olr1	0	1	1
Crp_Tlr4	0	0	1
Csf1_Csf1r	1	1	1
Csf1_Flt4	0	0	1
Csf2_Csf1r	0	1	1
Csf2_Csf2ra	1	1	1
Csf2_Csf2rb	1	1	1
Csf2_Csf2rb2	0	1	0
Csf2_Csf3r	0	1	1
Csf2_Il3ra	0	1	0
Csf2_Sdc2	0	1	1
Csf3_Csf1r	0	1	1
Csf3_Csf3r	1	1	1
Cspg4_Itga3	1	0	0
Cspg4_Itgb1	1	0	0
Cst3_Lrp2	0	0	1
Ctf1_Il6st	1	1	1
Ctf1_Lifr	1	1	0
Cthrc1_Fzd3	0	1	1
Cthrc1_Fzd5	0	1	1
Cthrc1_Fzd6	0	1	1
Ctla4_Cd80	0	0	1
Ctsd_Lrp1	0	0	1
Ctsg_F2r	1	0	0
Ctsg_F2rl1	1	0	0
Ctsg_F2rl2	1	0	0
Ctsg_F2rl3	1	0	0
Ctsg_Pard3	1	0	0
Cubn_Lrp2	0	1	1
Cx3cl1_Cx3cr1	1	1	1
Cx3cl1_Itga4	0	0	1
Cx3cl1_Itgav	0	0	1
Cx3cl1_Itgb1	0	0	1
Cx3cl1_Itgb3	0	0	1
Cxcl10_Ackr1	1	0	0
Cxcl10_Ccr3	0	1	0
Cxcl10_Cxcr3	1	1	1
Cxcl10_Cxcr4	0	0	1
Cxcl10_Dpp4	0	0	1
Cxcl10_Sdc4	0	1	1
Cxcl10_Tlr4	0	0	1
Cxcl11_Ackr1	1	0	0
Cxcl11_Ackr3	1	1	0
Cxcl11_Ccr3	0	1	0
Cxcl11_Cxcr3	1	1	0
Cxcl12_Ackr3	1	1	1
Cxcl12_Agtr1a	0	0	1
Cxcl12_Avpr1a	0	0	1
Cxcl12_Cd4	0	1	0
Cxcl12_Cmklr1	0	0	1
Cxcl12_Cxcr3	0	1	0
Cxcl12_Cxcr4	1	1	1
Cxcl12_Dpp4	0	0	1
Cxcl12_Gpr17	0	0	1
Cxcl12_Itga4	0	0	1
Cxcl12_Itga5	0	0	1
Cxcl12_Itgav	0	0	1
Cxcl12_Itgb1	0	1	1
Cxcl12_Itgb3	0	0	1
Cxcl12_Oprd1	0	0	1
Cxcl12_Oprm1	0	0	1
Cxcl13_Ackr1	1	0	0
Cxcl13_Ackr4	0	1	1
Cxcl13_Ccr10	0	1	0
Cxcl13_Cxcr3	1	1	1
Cxcl13_Cxcr5	1	1	1
Cxcl14_Cxcr4	0	0	1
Cxcl16_Cxcr6	1	1	1
Cxcl17_Gpr35	0	0	1
Cxcl1_Ackr1	1	0	1
Cxcl1_Cxcr1	1	1	1
Cxcl1_Cxcr2	1	1	1
Cxcl1_Xcr1	0	1	0
Cxcl2_Ackr1	1	0	1
Cxcl2_Cxcr1	1	1	0
Cxcl2_Cxcr2	1	1	1
Cxcl3_Ackr1	1	0	0
Cxcl3_Cxcr1	1	0	0
Cxcl3_Cxcr2	1	0	1
Cxcl3_Cxcr3	0	0	1
Cxcl5_Ackr1	1	0	1
Cxcl5_Cxcr1	1	1	0
Cxcl5_Cxcr2	1	1	1
Cxcl9_Ackr1	1	0	0
Cxcl9_Ccr3	0	1	1
Cxcl9_Cxcr3	1	1	1
Cxcl9_Dpp4	0	0	1
Dcn_Egfr	0	1	0
Dcn_Erbb4	0	1	0
Dcn_Met	0	1	0
Defb14_Ccr2	0	1	0
Defb14_Ccr6	0	1	0
Defb1_Ccr6	0	1	0
Dhh_Boc	0	1	0
Dhh_Cdon	0	1	0
Dhh_Hhip	0	1	0
Dhh_Ptch1	1	1	0
Dhh_Ptch2	1	1	0
Dhh_Smo	1	0	0
Dkk1_Kremen1	0	1	1
Dkk1_Kremen2	0	1	1
Dkk1_Lrp5	0	1	1
Dkk1_Lrp6	0	1	1
Dkk2_Kremen2	0	1	0
Dkk2_Lrp6	0	1	1
Dkk3_Kremen1	0	0	1
Dkk4_Kremen1	0	0	1
Dkk4_Lrp6	0	0	1
Dlk1_Notch1	1	1	1
Dlk1_Notch2	1	0	1
Dlk1_Notch3	1	0	1
Dlk1_Notch4	1	0	0
Dlk2_Notch1	0	1	1
Dll1_Notch1	1	1	1
Dll1_Notch2	1	1	1
Dll1_Notch3	1	1	1
Dll1_Notch4	1	0	1
Dll3_Notch1	1	0	1
Dll3_Notch2	1	0	1
Dll3_Notch3	1	0	1
Dll3_Notch4	1	0	1
Dll4_Notch1	1	1	1
Dll4_Notch2	1	1	1
Dll4_Notch3	1	1	1
Dll4_Notch4	1	1	1
Dmp1_Itgav	1	0	0
Dmp1_Itgb3	1	0	0
Dmp1_Phex	0	0	1
Draxin_Dcc	0	0	1
Dsc1_Dsg1c	1	0	0
Dsc1_Dsg2	1	0	0
Dsc2_Dsg1c	1	0	0
Dsc2_Dsg2	1	0	0
Dscam_Dcc	0	0	1
Dsg1c_Dsc3	1	0	0
Dsg2_Dsc3	1	0	0
Dspp_Itgav	1	0	1
Dspp_Itgb1	1	0	0
Dspp_Itgb6	1	0	1
Ebi3_Il27ra	0	1	1
Ebi3_Il6st	1	0	1
Eda_Eda2r	1	1	1
Eda_Edar	1	1	1
Edil3_Itgav	0	1	0
Edn1_Ednra	1	1	1
Edn1_Ednrb	1	1	1
Edn1_Kel	0	1	1
Edn2_Ednra	1	1	1
Edn2_Ednrb	1	1	1
Edn2_Kel	0	1	1
Edn3_Ednra	1	1	1
Edn3_Ednrb	1	1	1
Edn3_Kel	0	1	1
Efemp1_Egfr	0	1	0
Efemp2_Aqp1	0	1	0
Efemp2_Catsper1	0	1	0
Efemp2_Lingo1	0	1	0
Efemp2_Plscr4	0	1	0
Efna1_Epha1	1	1	1
Efna1_Epha10	0	0	1
Efna1_Epha2	1	1	1
Efna1_Epha3	1	1	1
Efna1_Epha4	1	1	1
Efna1_Epha5	1	1	1
Efna1_Epha6	0	1	1
Efna1_Epha7	1	1	1
Efna1_Epha8	1	1	1
Efna1_Ephb1	0	1	0
Efna2_Epha1	1	0	1
Efna2_Epha10	0	0	1
Efna2_Epha2	1	1	1
Efna2_Epha3	1	1	1
Efna2_Epha4	1	1	1
Efna2_Epha5	1	1	1
Efna2_Epha6	0	1	1
Efna2_Epha7	1	1	1
Efna2_Epha8	1	1	1
Efna3_Epha1	1	1	1
Efna3_Epha10	0	0	1
Efna3_Epha2	1	1	1
Efna3_Epha3	1	1	1
Efna3_Epha4	1	1	1
Efna3_Epha5	1	1	1
Efna3_Epha6	0	1	1
Efna3_Epha7	1	1	1
Efna3_Epha8	1	1	1
Efna3_Ephb1	0	1	1
Efna3_Erbb2	0	0	1
Efna4_Epha1	1	0	1
Efna4_Epha10	0	0	1
Efna4_Epha2	1	1	1
Efna4_Epha3	1	1	1
Efna4_Epha4	1	1	1
Efna4_Epha5	1	1	1
Efna4_Epha6	0	1	1
Efna4_Epha7	1	1	1
Efna4_Epha8	1	1	1
Efna5_Epha1	1	0	1
Efna5_Epha10	0	0	1
Efna5_Epha2	1	1	1
Efna5_Epha3	1	1	1
Efna5_Epha4	1	1	1
Efna5_Epha5	1	1	1
Efna5_Epha6	0	1	1
Efna5_Epha7	1	1	1
Efna5_Epha8	1	1	1
Efna5_Ephb1	0	1	0
Efna5_Ephb2	1	1	1
Efna5_Ephb6	0	1	0
Efnb1_Egfr	0	0	1
Efnb1_Epha4	1	0	1
Efnb1_Epha5	0	0	1
Efnb1_Epha6	0	0	1
Efnb1_Epha7	0	0	1
Efnb1_Ephb1	1	1	1
Efnb1_Ephb2	1	1	1
Efnb1_Ephb3	1	1	1
Efnb1_Ephb4	1	1	1
Efnb1_Ephb6	0	1	1
Efnb1_Erbb2	0	1	0
Efnb2_Epha3	0	1	1
Efnb2_Epha4	1	1	1
Efnb2_Epha6	0	1	1
Efnb2_Epha7	0	0	1
Efnb2_Ephb1	1	1	1
Efnb2_Ephb2	1	1	1
Efnb2_Ephb3	1	1	1
Efnb2_Ephb4	1	1	1
Efnb2_Ephb6	0	1	1
Efnb2_Grm1	0	1	0
Efnb2_Grm5	0	1	0
Efnb2_Pecam1	0	1	0
Efnb2_Rhbdl2	0	1	0
Efnb3_Epha4	1	1	1
Efnb3_Ephb1	1	0	1
Efnb3_Ephb2	1	1	1
Efnb3_Ephb3	1	1	1
Efnb3_Ephb4	1	1	0
Efnb3_Ephb6	1	0	1
Efnb3_Rhbdl2	0	1	0
Egf_Cav1	0	0	1
Egf_Cd44	0	0	1
Egf_Egfr	1	1	1
Egf_Erbb2	1	1	1
Egf_Erbb3	0	1	1
Egf_Erbb4	0	1	1
Egf_Nrp1	0	0	1
Egfl7_Itgav	0	0	1
Egfl7_Notch1	0	0	1
Egfl7_Notch2	0	0	1
Egfl7_Notch3	0	0	1
Enho_Gpr19	1	0	0
Entpd1_Adora1	1	0	0
Entpd1_Adora2a	1	0	0
Entpd1_Adora2b	1	0	0
Entpd1_Tmigd3	1	0	0
Epgn_Egfr	1	1	1
Epo_Epor	1	1	1
Epo_Mpl	0	0	1
Ereg_Egfr	1	1	1
Ereg_Erbb2	1	0	0
Ereg_Erbb4	1	1	0
Esam_Esam	1	0	0
F10_F3	0	1	0
F11_Gp1ba	0	1	0
F11r_F11r	1	0	0
F11r_Itgal	1	0	0
F11r_Itgb2	1	0	0
F11r_Jam2	1	0	0
F11r_Jam3	1	0	0
F12_Cd93	0	1	0
F12_Gp1ba	0	1	0
F13a1_Itga4	0	1	0
F13a1_Itga9	0	1	0
F13a1_Itgb1	0	1	0
F2_F2r	1	1	0
F2_F2rl1	1	1	1
F2_F2rl2	1	1	1
F2_F2rl3	1	1	0
F2_Gp1ba	0	1	0
F2_Gp9	0	1	0
F2_Itga2b	0	1	1
F2_Pard3	1	0	0
F2_Thbd	0	1	1
F7_F2rl1	0	0	1
F7_F3	0	1	1
F8_Asgr2	0	1	0
F8_Ldlr	0	1	1
F8_Lrp1	0	1	1
F9_Lrp1	0	1	1
Fadd_Fas	0	0	1
Fadd_Tnfrsf10b	0	0	1
Fadd_Tnfrsf1a	0	0	1
Fadd_Tradd	0	0	1
Fasl_Fas	1	1	1
Fat4_Dchs1	0	1	1
Fbln1_Itgb1	0	1	1
Fbln2_Itgb3	0	1	0
Fbn1_Itga5	0	1	0
Fbn1_Itgav	0	1	1
Fbn1_Itgb1	0	1	0
Fbn1_Itgb3	0	1	0
Fcer2a_Cr2	1	0	0
Fcer2a_Itgam	1	0	0
Fcer2a_Itgav	1	0	0
Fcer2a_Itgax	1	0	0
Fcer2a_Itgb2	1	0	0
Fcer2a_Itgb3	1	0	0
Fcnb_Lrp1	0	1	0
Fga_Cdh5	0	1	0
Fga_Itga2b	0	1	1
Fga_Itga5	0	1	1
Fga_Itgam	0	1	0
Fga_Itgav	0	1	0
Fga_Itgax	0	1	0
Fga_Itgb1	0	1	1
Fga_Itgb2	0	1	1
Fga_Itgb3	0	1	1
Fga_Tlr4	0	0	1
Fgb_Itga2b	0	1	0
Fgb_Itga5	0	1	1
Fgb_Itgam	0	1	0
Fgb_Itgav	0	1	0
Fgb_Itgb1	0	1	0
Fgb_Itgb2	0	1	0
Fgf10_Fgfr1	1	0	1
Fgf10_Fgfr2	1	1	1
Fgf10_Fgfr3	0	0	1
Fgf11_Fgfr1	0	0	1
Fgf11_Fgfr2	0	0	1
Fgf11_Fgfr3	0	0	1
Fgf11_Fgfr4	0	0	1
Fgf12_Fgfr1	0	0	1
Fgf12_Fgfr2	0	0	1
Fgf12_Fgfr3	0	0	1
Fgf12_Fgfr4	0	0	1
Fgf13_Fgfr1	0	0	1
Fgf13_Fgfr2	0	0	1
Fgf13_Fgfr3	0	0	1
Fgf13_Fgfr4	0	0	1
Fgf13_Scn5a	0	1	1
Fgf13_Scn8a	0	1	0
Fgf14_Fgfr1	0	0	1
Fgf14_Fgfr2	0	0	1
Fgf14_Fgfr3	0	0	1
Fgf14_Fgfr4	0	0	1
Fgf15_Fgfr1	1	1	1
Fgf15_Fgfr2	1	1	1
Fgf15_Fgfr3	1	1	1
Fgf15_Fgfr4	1	1	1
Fgf15_Klb	0	1	1
Fgf16_Fgfr1	1	0	1
Fgf16_Fgfr2	1	1	1
Fgf16_Fgfr3	1	1	1
Fgf16_Fgfr4	1	1	1
Fgf17_Fgfr1	1	1	1
Fgf17_Fgfr2	1	1	1
Fgf17_Fgfr3	1	1	1
Fgf17_Fgfr4	1	1	1
Fgf18_Fgfr1	1	1	1
Fgf18_Fgfr2	1	1	1
Fgf18_Fgfr3	1	1	1
Fgf18_Fgfr4	1	1	1
Fgf1_Cd44	0	0	1
Fgf1_Fgfr1	1	1	1
Fgf1_Fgfr2	1	1	1
Fgf1_Fgfr3	1	1	1
Fgf1_Fgfr4	1	1	1
Fgf1_Nrp1	0	1	1
Fgf20_Fgfr1	1	0	1
Fgf20_Fgfr2	1	0	1
Fgf20_Fgfr3	1	0	1
Fgf20_Fgfr4	1	1	1
Fgf21_Fgfr1	1	0	1
Fgf21_Fgfr2	0	0	1
Fgf21_Fgfr3	1	0	1
Fgf21_Fgfr4	0	1	0
Fgf21_Klb	0	0	1
Fgf22_Fgfr1	0	0	1
Fgf22_Fgfr2	1	1	1
Fgf23_Fgfr1	1	1	1
Fgf23_Fgfr2	0	1	1
Fgf23_Fgfr3	1	1	1
Fgf23_Fgfr4	1	1	1
Fgf23_Kl	0	0	1
Fgf23_Phex	0	1	0
Fgf2_Cd44	0	1	1
Fgf2_Fgfr1	1	1	1
Fgf2_Fgfr2	1	1	1
Fgf2_Fgfr3	1	1	1
Fgf2_Fgfr4	1	1	1
Fgf2_Fgfrl1	0	1	1
Fgf2_Gpc4	0	1	1
Fgf2_Itgav	0	0	1
Fgf2_Itgb3	0	0	1
Fgf2_Kit	0	0	1
Fgf2_Lyve1	0	0	1
Fgf2_Notch1	0	0	1
Fgf2_Nrp1	0	1	1
Fgf2_Ptprz1	0	0	1
Fgf2_Sdc1	0	1	1
Fgf2_Sdc2	0	1	1
Fgf2_Sdc3	0	1	1
Fgf2_Sdc4	0	1	1
Fgf3_Fgfr1	1	1	1
Fgf3_Fgfr2	1	1	1
Fgf3_Fgfr3	0	1	1
Fgf3_Fgfr4	0	1	0
Fgf4_Fgfr1	1	1	1
Fgf4_Fgfr2	1	1	1
Fgf4_Fgfr3	1	1	1
Fgf4_Fgfr4	1	1	1
Fgf4_Nrp1	0	1	1
Fgf5_Fgfr1	1	1	1
Fgf5_Fgfr2	1	1	1
Fgf5_Fgfr3	1	1	1
Fgf5_Fgfr4	1	1	1
Fgf6_Fgfr1	1	1	1
Fgf6_Fgfr2	1	1	1
Fgf6_Fgfr3	1	1	1
Fgf6_Fgfr4	1	1	1
Fgf7_Fgfr1	1	1	1
Fgf7_Fgfr2	1	1	1
Fgf7_Fgfr3	0	1	1
Fgf7_Fgfr4	0	1	0
Fgf7_Nrp1	0	1	1
Fgf8_Fgfr1	1	1	1
Fgf8_Fgfr2	1	1	1
Fgf8_Fgfr3	1	1	1
Fgf8_Fgfr4	1	1	1
Fgf8_Fgfrl1	0	0	1
Fgf9_Fgfr1	1	1	1
Fgf9_Fgfr2	1	1	1
Fgf9_Fgfr3	1	1	1
Fgf9_Fgfr4	1	1	1
Fgg_Itga2b	0	1	1
Fgg_Itga5	0	1	1
Fgg_Itgav	0	1	1
Fgg_Itgb1	0	1	0
Fgg_Itgb2	0	1	1
Fgl1_Egfr	0	1	0
Fgl1_Lag3	0	1	0
Flt3l_Flt3	1	1	1
Fn1_Cd44	1	1	1
Fn1_Cd79a	0	0	1
Fn1_Col13a1	0	1	1
Fn1_Flrt2	0	0	1
Fn1_Itga2	0	1	0
Fn1_Itga2b	1	1	1
Fn1_Itga3	1	1	1
Fn1_Itga4	1	1	0
Fn1_Itga5	1	1	1
Fn1_Itga8	1	1	0
Fn1_Itga9	0	1	0
Fn1_Itgav	1	1	0
Fn1_Itgb1	1	1	1
Fn1_Itgb3	1	1	0
Fn1_Itgb6	1	1	0
Fn1_Itgb7	1	1	1
Fn1_Itgb8	1	1	0
Fn1_Mag	0	1	0
Fn1_Nt5e	0	1	0
Fn1_Plaur	0	1	0
Fn1_Sdc1	1	0	0
Fn1_Sdc2	0	1	0
Fn1_Sdc4	1	0	0
Fn1_Tmprss6	0	1	0
Fn1_Tnfrsf11b	0	1	0
Fn1_Tshr	0	1	0
Fras1_Itgb1	1	0	0
Frem1_Itga8	1	0	0
Frem2_Itga8	1	0	0
Fshb_Fshr	1	1	1
Fyn_Cd244a	0	0	1
Fyn_Spn	0	0	1
Fyn_Thy1	0	0	1
Gal_Galr1	1	1	1
Gal_Galr2	1	1	1
Gal_Galr3	1	1	0
Gal_Gpr151	0	1	1
Galp_Galr1	1	1	1
Galp_Galr2	1	1	1
Galp_Galr3	0	1	0
Gas6_Axl	1	1	1
Gas6_Mertk	1	1	1
Gas6_Tyro3	1	1	1
Gast_Cckbr	0	1	0
Gc_Lrp2	0	0	1
Gcg_Dpp4	0	0	1
Gcg_Gcgr	1	1	1
Gcg_Gipr	1	0	0
Gcg_Glp1r	1	1	1
Gcg_Glp2r	1	1	1
Gdf10_Acvr1	0	0	1
Gdf10_Acvr1b	1	0	0
Gdf10_Acvr2a	1	0	0
Gdf10_Bmpr1a	0	0	1
Gdf10_Bmpr1b	0	0	1
Gdf11_Acvr1b	1	1	1
Gdf11_Acvr1c	0	0	1
Gdf11_Acvr2a	1	1	1
Gdf11_Acvr2b	1	1	1
Gdf11_Tgfbr1	1	0	1
Gdf15_Egfr	0	0	1
Gdf15_Gfral	0	0	1
Gdf15_Ret	0	0	1
Gdf15_Tgfbr1	0	0	1
Gdf15_Tgfbr2	1	0	1
Gdf1_Acvr1b	1	0	0
Gdf1_Acvr1c	1	0	0
Gdf1_Acvr2a	1	0	0
Gdf1_Acvr2b	1	0	0
Gdf1_Cfc1	1	0	0
Gdf2_Acvr1	0	1	1
Gdf2_Acvr2a	1	1	0
Gdf2_Acvr2b	0	1	0
Gdf2_Acvrl1	1	1	1
Gdf2_Alk	0	0	1
Gdf2_Bmpr2	1	1	1
Gdf2_Eng	0	1	0
Gdf3_Acvr1b	1	0	1
Gdf3_Acvr1c	1	0	1
Gdf3_Acvr2a	1	0	1
Gdf3_Acvr2b	1	0	1
Gdf3_Cfc1	1	0	0
Gdf3_Tgfbr1	0	0	1
Gdf5_Acvr1	0	1	1
Gdf5_Acvr2a	1	1	1
Gdf5_Acvr2b	1	1	1
Gdf5_Bmpr1a	1	1	0
Gdf5_Bmpr1b	1	1	1
Gdf5_Bmpr2	1	1	1
Gdf5_Ror2	0	1	1
Gdf6_Acvr2a	1	0	1
Gdf6_Acvr2b	1	0	0
Gdf6_Bmpr1a	1	1	1
Gdf6_Bmpr1b	1	1	1
Gdf6_Bmpr2	1	1	1
Gdf7_Acvr2a	1	1	1
Gdf7_Acvr2b	1	0	0
Gdf7_Bmpr1a	1	1	1
Gdf7_Bmpr1b	1	0	1
Gdf7_Bmpr2	1	1	1
Gdf9_Acvr1b	1	0	1
Gdf9_Acvr1c	0	0	1
Gdf9_Acvr2a	0	1	1
Gdf9_Bmpr1a	0	1	1
Gdf9_Bmpr1b	0	1	1
Gdf9_Bmpr2	1	1	1
Gdf9_Fxyd6	0	1	0
Gdf9_Orai2	0	1	0
Gdf9_Tgfbr1	0	1	1
Gdnf_Gfra1	1	1	1
Gdnf_Gfra2	0	1	1
Gdnf_Gfra3	0	0	1
Gdnf_Gfra4	0	0	1
Gdnf_Ret	1	1	1
Gdnf_Sdc3	0	0	1
Gdnf_Sorl1	0	0	1
Gh_Ghr	1	1	1
Gh_Prlr	1	1	0
Ghrh_Ghrhr	1	1	1
Ghrh_Ghsr	1	0	0
Ghrh_Vipr1	1	1	1
Ghrh_Vipr2	1	0	0
Ghrl_Ghrhr	0	1	0
Ghrl_Ghsr	1	1	1
Ghrl_Gpr39	0	1	0
Gip_Dpp4	0	1	1
Gip_Gipr	1	1	1
Gm10334_F2r	1	0	0
Gm10334_F2rl1	1	0	0
Gm10334_F2rl2	1	0	0
Gm10334_F2rl3	1	0	0
Gm10334_Pard3	1	0	0
Gm10499_Aplp2	0	1	0
Gm10499_Cd8a	1	0	0
Gm10499_Cd8b1	1	0	0
Gm10499_Erbb2	0	1	0
Gm10499_Kir3dl1	0	1	0
Gm10499_Kir3dl2	0	1	0
Gm10591_Ackr2	0	1	0
Gm10591_Ackr4	0	1	0
Gm10591_Ccr7	0	1	0
Gm10591_Cxcr3	0	1	0
Gm11127_Cd8a	1	0	0
Gm11127_Cd8b1	1	0	0
Gm13304_Ackr2	0	1	0
Gm13304_Ackr4	0	1	0
Gm13304_Ccr7	0	1	0
Gm13304_Cxcr3	0	1	0
Gm13306_Ackr2	0	1	0
Gm13306_Ccr10	0	1	0
Gm21541_Ackr2	0	1	0
Gm21541_Ackr4	0	1	0
Gm21541_Ccr7	0	1	0
Gm21541_Cxcr3	0	1	0
Gm7030_Cd8a	1	0	0
Gm7030_Cd8b1	1	0	0
Gm8909_Aplp2	0	1	0
Gm8909_Cd8a	1	0	0
Gm8909_Cd8b1	1	0	0
Gm8909_Erbb2	0	1	0
Gm8909_Kir3dl1	0	1	0
Gm8909_Kir3dl2	0	1	0
Gnai2_Adcy1	0	1	0
Gnai2_Adora1	0	1	0
Gnai2_Adra2a	0	1	0
Gnai2_Adra2b	0	1	1
Gnai2_Agtr2	0	1	0
Gnai2_C5ar1	0	1	1
Gnai2_Cav1	0	1	1
Gnai2_Ccr5	0	1	0
Gnai2_Chrm1	0	1	0
Gnai2_Cnr1	0	1	1
Gnai2_Cxcr1	0	1	0
Gnai2_Cxcr2	0	1	0
Gnai2_Drd2	0	1	1
Gnai2_Ednra	0	1	0
Gnai2_Egfr	0	1	0
Gnai2_F2r	0	1	0
Gnai2_Fpr1	0	1	0
Gnai2_Igf1r	0	1	1
Gnai2_Lhcgr	0	1	1
Gnai2_Lpar3	0	1	0
Gnai2_Mtnr1a	0	1	0
Gnai2_Mtnr1b	0	1	1
Gnai2_Oprd1	0	1	1
Gnai2_Oprm1	0	1	0
Gnai2_P2ry12	0	1	0
Gnai2_Ptpru	0	1	0
Gnai2_Tbxa2r	0	1	0
Gnai2_Tshr	0	1	0
Gnas_Adora1	0	1	0
Gnas_Adrb3	0	1	0
Gnas_Avpr2	0	1	0
Gnas_Crhr1	0	1	0
