LR.Index	CellChat	CytoTalk	celltalkdb
Gnas_Gcgr	0	1	1
Gnas_Htr6	0	1	1
Gnas_Lhcgr	0	1	1
Gnas_Ptgdr	0	1	1
Gnas_Ptgir	0	1	0
Gnas_Pth1r	0	0	1
Gnas_Tshr	0	1	0
Gnas_Vipr1	0	1	0
Gnb1_Kcnj6	0	0	1
Gnb2_Kcnj6	0	0	1
Gnb3_Kcnj6	0	0	1
Gnb3_Tgfbr1	0	1	0
Gnb4_Kcnj6	0	0	1
Gnb5_Kcnj6	0	0	1
Gng10_Kcnj6	0	0	1
Gng11_Kcnj6	0	0	1
Gng12_Kcnj6	0	0	1
Gng13_Kcnj6	0	0	1
Gng2_Kcnj6	0	0	1
Gng3_Kcnj6	0	0	1
Gng4_Kcnj6	0	0	1
Gng5_Kcnj6	0	0	1
Gng7_Kcnj6	0	0	1
Gng8_Kcnj6	0	0	1
Gnrh1_Gnrhr	1	1	1
Gp1ba_Itgam	1	0	0
Gp1ba_Itgb2	1	0	0
Gpc3_Cd81	0	1	1
Gpc3_Igf1r	0	1	1
Gpha2_Tshr	0	1	0
Gpi1_Amfr	0	1	0
Grn_Sort1	1	0	1
Grn_Tnfrsf1a	0	0	1
Grn_Tnfrsf1b	0	0	1
Grp_Brs3	0	1	0
Grp_Grpr	1	1	1
Grp_Nmbr	0	1	1
Gstp1_Traf2	0	1	0
Gstp2_Traf2	0	1	0
Gstp3_Traf2	0	1	0
Guca2a_Gucy2c	1	1	1
Guca2b_Gucy2c	1	1	1
Guca2b_Gucy2e	0	1	0
Gzma_F2r	1	0	0
Gzma_F2rl1	1	0	0
Gzma_F2rl2	1	0	0
Gzma_F2rl3	1	0	0
Gzma_Pard3	1	0	0
Gzme_Chrm3	0	1	0
Gzme_Igf2r	0	1	0
H2-Aa_Cd4	1	0	0
H2-Aa_Lag3	0	1	0
H2-Ab1_Cd4	1	0	0
H2-Ab1_Lag3	0	1	0
H2-Bl_Aplp2	0	1	0
H2-Bl_Cd8a	1	0	0
H2-Bl_Cd8b1	1	0	0
H2-Bl_Erbb2	0	1	0
H2-Bl_Kir3dl1	1	1	0
H2-Bl_Kir3dl2	0	1	0
H2-D1_Aplp2	0	1	0
H2-D1_Cd8a	1	0	0
H2-D1_Cd8b1	1	0	0
H2-D1_Erbb2	0	1	0
H2-D1_Kir3dl1	1	1	0
H2-D1_Kir3dl2	0	1	0
H2-D_Klra	1	0	0
H2-DMa_Cd4	1	0	0
H2-DMb1_Cd4	1	0	0
H2-DMb2_Cd4	1	0	0
H2-Ea-ps_Lag3	0	1	0
H2-Ea_Cd4	1	0	0
H2-Eb1_Cd4	1	0	0
H2-Eb1_Lag3	0	1	0
H2-K1_Aplp2	0	1	0
H2-K1_Cd8a	1	0	0
H2-K1_Cd8b1	1	0	0
H2-K1_Erbb2	0	1	0
H2-K1_Kir3dl1	1	1	0
H2-K1_Kir3dl2	0	1	0
H2-K1_Klra	1	0	0
H2-L_Cd8a	1	0	0
H2-L_Cd8b1	1	0	0
H2-M10.1_Cd8a	1	0	0
H2-M10.1_Cd8b1	1	0	0
H2-M10.2_Cd8a	1	0	0
H2-M10.2_Cd8b1	1	0	0
H2-M10.3_Cd8a	1	0	0
H2-M10.3_Cd8b1	1	0	0
H2-M10.4_Cd8a	1	0	0
H2-M10.4_Cd8b1	1	0	0
H2-M10.5_Cd8a	1	0	0
H2-M10.5_Cd8b1	1	0	0
H2-M10.6_Cd8a	1	0	0
H2-M10.6_Cd8b1	1	0	0
H2-M11_Cd8a	1	0	0
H2-M11_Cd8b1	1	0	0
H2-M1_Cd8a	1	0	0
H2-M1_Cd8b1	1	0	0
H2-M2_Cd8a	1	0	0
H2-M2_Cd8b1	1	0	0
H2-M3_Cd8a	1	0	0
H2-M3_Cd8b1	1	0	0
H2-M3_Klrc1	0	1	0
H2-M3_Klrd1	0	1	0
H2-M5_Cd8a	1	0	0
H2-M5_Cd8b1	1	0	0
H2-M9_Cd8a	1	0	0
H2-M9_Cd8b1	1	0	0
H2-Oa_Cd4	1	0	0
H2-Ob_Cd4	1	0	0
H2-Q10_Aplp2	0	1	0
H2-Q10_Cd8a	1	0	0
H2-Q10_Cd8b1	1	0	0
H2-Q10_Erbb2	0	1	0
H2-Q10_Kir3dl1	1	1	0
H2-Q10_Kir3dl2	0	1	0
H2-Q1_Aplp2	0	1	0
H2-Q1_Cd8a	1	0	0
H2-Q1_Cd8b1	1	0	0
H2-Q1_Erbb2	0	1	0
H2-Q1_Kir3dl1	1	1	0
H2-Q1_Kir3dl2	0	1	0
H2-Q2_Aplp2	0	1	0
H2-Q2_Cd8a	1	0	0
H2-Q2_Cd8b1	1	0	0
H2-Q2_Erbb2	0	1	0
H2-Q2_Kir3dl1	1	1	0
H2-Q2_Kir3dl2	0	1	0
H2-Q4_Aplp2	0	1	0
H2-Q4_Cd8a	1	0	0
H2-Q4_Cd8b1	1	0	0
H2-Q4_Erbb2	0	1	0
H2-Q4_Kir3dl1	1	1	0
H2-Q4_Kir3dl2	0	1	0
H2-Q6_Aplp2	0	1	0
H2-Q6_Cd8a	1	0	0
H2-Q6_Cd8b1	1	0	0
H2-Q6_Erbb2	0	1	0
H2-Q6_Kir3dl1	1	1	0
H2-Q6_Kir3dl2	0	1	0
H2-Q7_Aplp2	0	1	0
H2-Q7_Cd8a	1	0	0
H2-Q7_Cd8b1	1	0	0
H2-Q7_Erbb2	0	1	0
H2-Q7_Kir3dl1	1	1	0
H2-Q7_Kir3dl2	0	1	0
H2-Q8_Cd8a	1	0	0
H2-Q8_Cd8b1	1	0	0
H2-Q9_Cd8a	1	0	0
H2-Q9_Cd8b1	1	0	0
H2-T-ps_Cd8a	1	0	0
H2-T-ps_Cd8b1	1	0	0
H2-T-ps_Klrc1	0	1	0
H2-T-ps_Klrc2	0	1	0
H2-T-ps_Klrd1	0	1	0
H2-T10_Cd8a	1	0	0
H2-T10_Cd8b1	1	0	0
H2-T18_Cd8a	1	0	0
H2-T18_Cd8b1	1	0	0
H2-T22_Cd8a	1	0	0
H2-T22_Cd8b1	1	0	0
H2-T23_Cd8a	1	0	0
H2-T23_Cd8b1	1	0	0
H2-T23_Klrc1	1	1	0
H2-T23_Klrc2	1	1	0
H2-T23_Klrd1	1	1	0
H2-T24_Cd8a	1	0	0
H2-T24_Cd8b1	1	0	0
H2-T3_Cd8a	1	0	0
H2-T3_Cd8b1	1	0	0
H2-T9_Cd8a	1	0	0
H2-T9_Cd8b1	1	0	0
H60a_Klrk1	1	0	0
Has2_Cd44	0	1	1
Has2_Hmmr	0	1	1
Havcr1_Havcr1	0	1	0
Hbegf_Cd44	0	1	0
Hbegf_Cd82	0	1	0
Hbegf_Cd9	0	1	1
Hbegf_Egfr	1	1	1
Hbegf_Erbb2	1	1	1
Hbegf_Erbb3	0	0	1
Hbegf_Erbb4	1	1	1
Hc_C5ar1	1	1	1
Hc_C5ar2	0	1	1
Hcrt_Hcrtr1	1	1	1
Hcrt_Hcrtr2	1	1	1
Hcrt_Npffr2	0	1	0
Hebp1_Fpr3	0	1	0
Hgf_Cd44	0	1	1
Hgf_Itgb1	0	0	1
Hgf_Met	1	1	1
Hgf_Nrp1	0	0	1
Hgf_Nrp2	0	0	1
Hgf_Plxnb1	0	0	1
Hgf_Sdc1	0	1	0
Hgf_Sdc2	0	1	1
Hgf_St14	0	1	0
Hmgb1_Ager	0	0	1
Hmgb1_Cxcr4	0	0	1
Hmgb1_Havcr2	0	1	1
Hmgb1_Itgam	0	0	1
Hmgb1_Itgav	0	0	1
Hmgb1_Itgb3	0	0	1
Hmgb1_Ly96	0	0	1
Hmgb1_Sdc1	0	1	0
Hmgb1_Thbd	0	1	1
Hmgb1_Tlr1	0	0	1
Hmgb1_Tlr2	0	0	1
Hmgb1_Tlr4	0	0	1
Hmgb1_Tlr9	0	0	1
Hp_Itgam	0	1	1
Hp_Itgb2	0	1	0
Hpx_Lrp1	0	0	1
Hras_Agtr1b	0	1	0
Hras_Cav1	0	1	1
Hras_Grin2d	0	1	1
Hras_Insr	0	1	0
Hras_Tlr2	0	1	1
Hras_Tlr9	0	1	1
Hrg_Erbb2	0	0	1
Hrg_Erbb3	0	0	1
Hrg_Fcgr1	0	1	0
Hsp90aa1_Cftr	0	1	1
Hsp90aa1_Egfr	0	1	1
Hsp90aa1_Fgfr3	0	1	1
Hsp90aa1_Lrp1	0	0	1
Hsp90b1_Lrp1	0	0	1
Hsp90b1_Lrp6	0	0	1
Hsp90b1_Pparg	0	0	1
Hsp90b1_Tlr2	0	0	1
Hsp90b1_Tlr4	0	0	1
Hsp90b1_Tlr9	0	0	1
Hspa1b_Lrp1	0	0	1
Hspa8_Aqp2	0	0	1
Hspg2_Col13a1	0	1	1
Hspg2_Dag1	1	0	0
Hspg2_Itga2	0	1	0
Hspg2_Itgb1	0	1	1
Hspg2_Ptprs	0	1	1
Htra2_Cd40	0	0	1
Iapp_Calcr	1	1	1
Iapp_Calcrl	1	0	0
Iapp_Ramp1	0	1	0
Iapp_Ramp2	0	1	0
Iapp_Ramp3	0	0	1
Ibsp_Itgav	1	0	0
Ibsp_Itgb3	1	0	0
Ibsp_Itgb5	1	0	0
Icam1_Ahr	0	0	1
Icam1_Egfr	0	1	0
Icam1_Il2ra	0	1	0
Icam1_Il2rg	0	1	0
Icam1_Itgal	1	1	1
Icam1_Itgam	1	1	1
Icam1_Itgav	0	0	1
Icam1_Itgax	1	1	0
Icam1_Itgb2	1	1	1
Icam1_Itgb2l	1	0	0
Icam1_Muc1	0	0	1
Icam1_Spn	1	0	1
Icam2_Itgal	1	1	1
Icam2_Itgam	1	1	1
Icam2_Itgb2	1	1	1
Icam2_Itgb2l	1	0	0
Icam4_Itga2b	0	1	0
Icam4_Itga4	0	1	0
Icam4_Itgal	0	1	0
Icam4_Itgam	0	1	1
Icam4_Itgav	0	1	1
Icam4_Itgb1	0	1	0
Icam4_Itgb2	0	1	0
Icam4_Itgb3	0	1	0
Icam4_Rhag	0	1	0
Icam5_Cd209a	1	0	0
Icam5_Cd209f	1	0	0
Icam5_Itgal	0	1	1
Icam5_Itgb2	0	1	1
Icosl_Cd28	1	1	1
Icosl_Ctla4	1	1	0
Icosl_Icos	1	1	1
Ifna11_Ifnar1	1	1	0
Ifna11_Ifnar2	1	1	0
Ifna12_Ifnar1	1	1	0
Ifna12_Ifnar2	1	1	0
Ifna13_Ifnar1	1	1	0
Ifna13_Ifnar2	1	1	0
Ifna14_Ifnar1	1	1	0
Ifna14_Ifnar2	1	1	0
Ifna15_Ifnar1	1	1	0
Ifna15_Ifnar2	1	1	0
Ifna16_Ifnar1	0	1	0
Ifna16_Ifnar2	0	1	0
Ifna1_Ifnar1	1	1	0
Ifna1_Ifnar2	1	1	0
Ifna2_Ifnar1	1	1	0
Ifna2_Ifnar2	1	1	0
Ifna4_Ifnar1	1	0	0
Ifna4_Ifnar2	1	0	0
Ifna5_Ifnar1	1	1	0
Ifna5_Ifnar2	1	1	0
Ifna6_Ifnar1	1	1	0
Ifna6_Ifnar2	1	1	0
Ifna7_Ifnar1	1	1	0
Ifna7_Ifnar2	1	1	0
Ifna9_Ifnar1	1	1	0
Ifna9_Ifnar2	1	1	0
Ifna_Ifnar1	1	0	0
Ifna_Ifnar2	1	0	0
Ifnab_Ifnar1	1	1	0
Ifnab_Ifnar2	1	1	0
Ifnb1_Ifnar1	1	1	1
Ifnb1_Ifnar2	1	1	1
Ifne_Ifnar1	1	0	0
Ifne_Ifnar2	1	0	0
Ifng_Ifngr1	1	1	1
Ifng_Ifngr2	1	1	1
Ifnk_Ifnar1	1	0	0
Ifnk_Ifnar2	1	0	0
Ifnl2_Ifnlr1	1	1	0
Ifnl2_Il10rb	1	1	0
Ifnl3_Ifnlr1	1	1	0
Ifnl3_Il10rb	1	1	0
Igf1_Igf1r	1	1	1
Igf1_Insr	0	0	1
Igf1_Itga6	1	0	0
Igf1_Itgav	1	0	1
Igf1_Itgb3	1	0	1
Igf1_Itgb4	1	0	0
Igf2_Igf1r	1	1	1
Igf2_Igf2r	1	1	1
Igf2_Insr	0	1	1
Igf2_Itga6	1	0	0
Igf2_Itgav	1	0	0
Igf2_Itgb3	1	0	0
Igf2_Itgb4	1	0	0
Igfbp4_Fzd8	0	1	0
Igfbp4_Lrp6	0	1	1
Igfbp5_Cav1	0	0	1
Igfl3_Igflr1	1	1	0
Ihh_Boc	0	1	0
Ihh_Cdon	0	1	1
Ihh_Gpc1	0	0	1
Ihh_Hhip	0	1	1
Ihh_Ptch1	1	1	1
Ihh_Ptch2	1	1	1
Ihh_Smo	1	0	1
Il10_Il10ra	1	1	1
Il10_Il10rb	1	1	1
Il11_Gm13305	0	1	0
Il11_Il11ra1	1	1	1
Il11_Il11ra2	1	1	0
Il11_Il6st	1	1	1
Il12a_Cd28	0	1	0
Il12a_Il12rb1	1	1	1
Il12a_Il12rb2	0	1	0
Il12b_Il12rb1	0	1	0
Il12b_Il12rb2	1	1	0
Il12b_Il23r	1	1	0
Il13_Il13ra1	1	1	1
Il13_Il13ra2	1	1	1
Il13_Il2rg	0	1	0
Il13_Il4ra	1	1	1
Il15_Il11ra1	0	0	1
Il15_Il15ra	1	1	1
Il15_Il2ra	0	1	1
Il15_Il2rb	1	1	1
Il15_Il2rg	1	1	1
Il16_Cd4	1	1	1
Il16_Grin2c	0	1	1
Il16_Grin2d	0	1	1
Il16_Kcna3	0	1	1
Il16_Kcnd1	0	1	1
Il16_Kcnd2	0	1	1
Il16_Kcnj10	0	1	1
Il16_Kcnj15	0	1	1
Il16_Kcnj4	0	1	1
Il17a_Il17ra	1	1	1
Il17a_Il17rc	1	1	1
Il17a_Il17rd	0	0	1
Il17b_Il17rb	1	1	1
Il17c_Il17ra	1	0	0
Il17c_Il17re	1	0	1
Il17f_Il17ra	1	1	1
Il17f_Il17rc	1	0	1
Il18_Il18bp	0	0	1
Il18_Il18r1	1	1	1
Il18_Il18rap	1	1	1
Il18_Il1rapl1	0	1	0
Il18_Il1rl2	0	1	0
Il19_Il20ra	1	1	1
Il19_Il20rb	1	1	1
Il1a_Il1r1	1	1	1
Il1a_Il1r2	0	1	1
Il1a_Il1rap	1	1	1
Il1b_Adrb2	0	1	0
Il1b_Il1r1	1	1	1
Il1b_Il1r2	0	1	1
Il1b_Il1rap	1	1	1
Il1f10_Il1r1	0	1	0
Il1f10_Il1rap	1	0	0
Il1f10_Il1rl2	1	0	0
Il1f5_Il1rap	1	0	0
Il1f5_Il1rl2	1	0	0
Il1f6_Il1rap	1	0	1
Il1f6_Il1rl2	1	0	1
Il1f8_Il1f5	0	0	1
Il1f8_Il1rap	1	0	1
Il1f8_Il1rl2	1	0	1
Il1f9_Il1rap	1	0	1
Il1f9_Il1rl2	1	0	1
Il1rn_Il1r1	0	1	1
Il1rn_Il1r2	0	1	1
Il1rn_Il1rl2	0	0	1
Il20_Il20ra	1	1	1
Il20_Il20rb	1	1	1
Il20_Il22ra1	1	1	1
Il21_Il21r	1	1	1
Il21_Il2rg	1	1	1
Il22_Il10ra	0	1	0
Il22_Il10rb	1	1	0
Il22_Il22ra1	1	1	1
Il22_Il22ra2	0	1	1
Il23a_Il12rb1	1	1	1
Il23a_Il23r	0	1	1
Il24_Il20ra	1	1	1
Il24_Il20rb	1	1	1
Il24_Il22ra1	1	1	1
Il25_Il17ra	1	0	0
Il25_Il17rb	1	1	1
Il27_Il27ra	1	1	1
Il27_Il6st	0	0	1
Il2_Cd53	0	1	0
Il2_Il2ra	1	1	1
Il2_Il2rb	1	1	1
Il2_Il2rg	1	1	1
Il2_Ngfr	0	1	1
Il31_Il31ra	1	1	1
Il31_Osmr	1	1	1
Il33_Il1rap	1	0	1
Il33_Il1rl1	1	1	1
Il33_Kit	0	0	1
Il34_Csf1r	1	1	1
Il3_Csf2rb	1	1	0
Il3_Csf2rb2	0	1	1
Il3_Il2ra	0	0	1
Il3_Il3ra	1	1	1
Il3_Il4ra	0	0	1
Il4_Cd53	0	1	0
Il4_Il13ra1	1	1	1
Il4_Il13ra2	1	1	1
Il4_Il2ra	0	0	1
Il4_Il2rg	1	1	1
Il4_Il4ra	1	1	1
Il4_Tlr2	0	0	1
Il5_Csf2rb	1	1	1
Il5_Csf2rb2	0	1	0
Il5_Il5ra	1	1	1
Il6_Egfr	0	0	1
Il6_Il6ra	1	1	1
Il6_Il6st	1	1	1
Il7_Il2rg	1	1	1
Il7_Il7r	1	1	1
Il9_Il2rg	1	1	0
Il9_Il9r	1	1	1
Iltifb_Il10ra	0	1	0
Iltifb_Il10rb	0	1	0
Iltifb_Il22ra1	0	1	0
Iltifb_Il22ra2	0	1	0
Inha_Acvr2a	1	1	1
Inha_Acvr2b	1	0	0
Inha_Tgfbr3	0	1	0
Inhba_Acvr1	0	1	0
Inhba_Acvr1b	1	1	1
Inhba_Acvr1c	1	0	1
Inhba_Acvr2a	1	1	1
Inhba_Acvr2b	1	1	1
Inhba_Bambi	0	1	0
Inhba_Eng	0	1	0
Inhba_Tgfbr1	0	0	1
Inhba_Tgfbr3	0	1	1
Inhbb_Acvr1	0	1	0
Inhbb_Acvr1b	1	1	0
Inhbb_Acvr1c	1	1	1
Inhbb_Acvr2a	1	1	1
Inhbb_Acvr2b	1	1	1
Inhbc_Acvr1	0	1	0
Inhbc_Acvr1b	1	1	0
Inhbc_Acvr1c	1	0	0
Inhbc_Acvr2a	1	1	1
Inhbc_Acvr2b	1	1	1
Inhbe_Acvr1b	1	0	0
Inhbe_Acvr1c	1	0	0
Inhbe_Acvr2a	1	0	1
Inhbe_Acvr2b	1	0	1
Ins1_Insr	1	0	0
Ins2_Igf1r	0	1	0
Ins2_Insr	1	1	0
Ins2_Lrp2	0	1	0
Insl3_Rxfp1	1	0	1
Insl3_Rxfp2	1	1	1
Insl3_Rxfp3	1	0	0
Insl3_Rxfp4	1	0	0
Insl5_Rxfp1	1	0	0
Insl5_Rxfp2	1	0	0
Insl5_Rxfp3	1	1	0
Insl5_Rxfp4	1	1	1
Itga4_Vcam1	1	0	0
Itga9_Vcam1	1	0	0
Itgal_Cd226	1	0	0
Itgal_Icam1	1	0	0
Itgal_Icam2	1	0	0
Itgb1_Vcam1	1	0	0
Itgb1bp1_Itgb1	0	0	1
Itgb2_Cd226	1	0	0
Itgb2_Icam1	1	0	0
Itgb2_Icam2	1	0	0
Itgb2l_Cd226	1	0	0
Itgb2l_Icam1	1	0	0
Itgb2l_Icam2	1	0	0
Itgb3bp_Itgb3	0	1	0
Itgb3bp_Itgb5	0	1	0
Itgb7_Vcam1	1	0	0
Itih2_Fcer1a	0	1	0
Izumo1_Cd9	0	0	1
Izumo1_Izumo1r	0	0	1
Jag1_Notch1	1	1	1
Jag1_Notch2	1	1	1
Jag1_Notch3	1	1	1
Jag1_Notch4	1	1	1
Jag2_Notch1	1	1	1
Jag2_Notch2	1	1	1
Jag2_Notch3	1	1	1
Jag2_Notch4	1	0	1
Jam2_F11r	1	0	0
Jam2_Itga3	1	0	0
Jam2_Itga4	0	0	1
Jam2_Itgav	1	0	0
Jam2_Itgb1	1	0	1
Jam2_Jam2	1	0	0
Jam2_Jam3	1	0	0
Jam3_F11r	1	0	0
Jam3_Itga4	0	0	1
Jam3_Itgal	0	0	1
Jam3_Itgam	1	0	1
Jam3_Itgb1	0	0	1
Jam3_Itgb2	1	0	1
Jam3_Itgb2l	1	0	0
Jam3_Jam2	1	0	0
Jam3_Jam3	1	0	0
Kiss1_Kiss1r	1	1	0
Kiss1_Mmp24	0	1	0
Kitl_Epor	0	1	1
Kitl_Kit	1	1	1
Klk1b4_Ngfr	1	0	0
Klk1b4_Ntrk1	1	0	0
Kng1_Bdkrb1	1	1	0
Kng1_Bdkrb2	1	1	0
Kng1_Cd93	0	1	0
Kng1_Gp1ba	0	1	0
Kng1_Gpr135	0	1	0
Kng1_Itgb2	0	1	0
Kng1_Plaur	0	1	0
Kng1_Rxfp4	0	1	0
Kng2_Bdkrb1	1	1	0
Kng2_Bdkrb2	1	1	0
Kng2_Cd93	0	1	0
Kng2_Gp1ba	0	1	0
Kng2_Gpr135	0	1	0
Kng2_Itgb2	0	1	0
Kng2_Plaur	0	1	0
Kng2_Rxfp4	0	1	0
L1cam_Cntn1	0	1	1
L1cam_Egfr	0	1	0
L1cam_Erbb2	0	1	1
L1cam_Erbb3	0	1	1
L1cam_Itga4	1	0	0
L1cam_Itga5	0	1	1
L1cam_Itgav	1	1	1
L1cam_Itgb1	0	0	1
L1cam_Itgb3	1	0	1
L1cam_Itgb7	1	0	0
L1cam_L1cam	1	0	0
L1cam_Nrp1	0	0	1
Lair1_Pira2	1	0	0
Lama1_Cd44	1	0	0
Lama1_Dag1	1	0	0
Lama1_Itga1	1	1	1
Lama1_Itga2	1	1	1
Lama1_Itga3	1	0	0
Lama1_Itga6	1	0	0
Lama1_Itga7	1	1	1
Lama1_Itga9	1	0	0
Lama1_Itgav	1	0	0
Lama1_Itgb1	1	1	1
Lama1_Itgb4	1	0	1
Lama1_Itgb8	1	1	0
Lama1_Nt5e	0	1	0
Lama1_Rpsa	0	1	0
Lama1_Sv2a	1	0	0
Lama1_Sv2b	1	0	0
Lama1_Sv2c	1	0	0
Lama1_Tmprss6	0	1	0
Lama2_Cd44	1	0	0
Lama2_Dag1	1	0	0
Lama2_Itga1	1	0	0
Lama2_Itga2	1	0	1
Lama2_Itga3	1	0	0
Lama2_Itga6	1	0	0
Lama2_Itga7	1	1	1
Lama2_Itga9	1	0	0
Lama2_Itgav	1	0	0
Lama2_Itgb1	1	1	1
Lama2_Itgb4	1	0	1
Lama2_Itgb8	1	0	0
Lama2_Rpsa	0	1	0
Lama2_Sv2a	1	0	0
Lama2_Sv2b	1	0	0
Lama2_Sv2c	1	0	0
Lama3_Cd44	1	0	0
Lama3_Dag1	1	0	0
Lama3_Itga1	1	0	0
Lama3_Itga2	1	0	0
Lama3_Itga3	1	0	0
Lama3_Itga6	1	0	0
Lama3_Itga7	1	0	0
Lama3_Itga9	1	0	0
Lama3_Itgav	1	0	0
Lama3_Itgb1	1	0	0
Lama3_Itgb4	1	0	1
Lama3_Itgb8	1	0	0
Lama3_Sdc2	0	1	0
Lama3_Sv2a	1	0	0
Lama3_Sv2b	1	0	0
Lama3_Sv2c	1	0	0
Lama4_Cd44	1	0	0
Lama4_Dag1	1	0	0
Lama4_Itga1	1	0	0
Lama4_Itga2	1	0	0
Lama4_Itga3	1	0	0
Lama4_Itga6	1	0	0
Lama4_Itga7	1	0	0
Lama4_Itga9	1	0	0
Lama4_Itgav	1	0	0
Lama4_Itgb1	1	0	1
Lama4_Itgb4	1	0	0
Lama4_Itgb8	1	0	0
Lama4_Sv2a	1	0	0
Lama4_Sv2b	1	0	0
Lama4_Sv2c	1	0	0
Lama5_Bcam	0	1	1
Lama5_Cd44	1	0	0
Lama5_Dag1	1	0	0
Lama5_Itga1	1	0	0
Lama5_Itga2	1	0	0
Lama5_Itga3	1	0	0
Lama5_Itga6	1	0	0
Lama5_Itga7	1	0	0
Lama5_Itga9	1	0	0
Lama5_Itgav	1	0	0
Lama5_Itgb1	1	0	0
Lama5_Itgb4	1	0	1
Lama5_Itgb8	1	0	0
Lama5_Sv2a	1	0	0
Lama5_Sv2b	1	0	0
Lama5_Sv2c	1	0	0
Lamb1_Cd44	1	0	0
Lamb1_Dag1	1	0	0
Lamb1_Itga1	1	0	0
Lamb1_Itga2	1	0	0
Lamb1_Itga3	1	0	0
Lamb1_Itga6	1	1	1
Lamb1_Itga7	1	0	0
Lamb1_Itga9	1	0	0
Lamb1_Itgav	1	0	0
Lamb1_Itgb1	1	1	1
Lamb1_Itgb4	1	0	0
Lamb1_Itgb8	1	0	0
Lamb1_Sv2a	1	0	0
Lamb1_Sv2b	1	0	0
Lamb1_Sv2c	1	0	0
Lamb2_Cd44	1	0	0
Lamb2_Dag1	1	0	0
Lamb2_Itga1	1	0	0
Lamb2_Itga2	1	0	0
Lamb2_Itga3	1	0	0
Lamb2_Itga6	1	0	0
Lamb2_Itga7	1	0	0
Lamb2_Itga9	1	0	0
Lamb2_Itgav	1	0	0
Lamb2_Itgb1	1	0	0
Lamb2_Itgb4	1	0	0
Lamb2_Itgb8	1	0	0
Lamb2_Rpsa	0	1	0
Lamb2_Sv2a	1	0	0
Lamb2_Sv2b	1	0	0
Lamb2_Sv2c	1	0	0
Lamb3_Cd44	1	0	0
Lamb3_Dag1	1	0	0
Lamb3_Itga1	1	0	0
Lamb3_Itga2	1	0	0
Lamb3_Itga3	1	0	0
Lamb3_Itga6	1	0	0
Lamb3_Itga7	1	0	0
Lamb3_Itga9	1	0	0
Lamb3_Itgav	1	0	0
Lamb3_Itgb1	1	0	0
Lamb3_Itgb4	1	0	0
Lamb3_Itgb8	1	0	0
Lamb3_Sv2a	1	0	0
Lamb3_Sv2b	1	0	0
Lamb3_Sv2c	1	0	0
Lamc1_Cd44	1	0	0
Lamc1_Dag1	1	0	0
Lamc1_Itga1	1	0	0
Lamc1_Itga2	1	0	0
Lamc1_Itga3	1	0	0
Lamc1_Itga6	1	0	0
Lamc1_Itga7	1	0	0
Lamc1_Itga9	1	0	0
Lamc1_Itgav	1	0	0
Lamc1_Itgb1	1	0	0
Lamc1_Itgb4	1	0	0
Lamc1_Itgb8	1	0	0
Lamc1_Sv2a	1	0	0
Lamc1_Sv2b	1	0	0
Lamc1_Sv2c	1	0	0
Lamc2_Cd44	1	0	0
Lamc2_Dag1	1	0	0
Lamc2_Itga1	1	0	0
Lamc2_Itga2	1	0	0
Lamc2_Itga3	1	1	1
Lamc2_Itga6	1	1	1
Lamc2_Itga7	1	0	0
Lamc2_Itga9	1	0	0
Lamc2_Itgav	1	0	0
Lamc2_Itgb1	1	1	1
Lamc2_Itgb4	1	1	1
Lamc2_Itgb8	1	0	0
Lamc2_Sv2a	1	0	0
Lamc2_Sv2b	1	0	0
Lamc2_Sv2c	1	0	0
Lamc3_Cd44	1	0	0
Lamc3_Dag1	1	0	0
Lamc3_Itga1	1	0	0
Lamc3_Itga2	1	0	0
Lamc3_Itga3	1	0	0
Lamc3_Itga6	1	0	0
Lamc3_Itga7	1	0	0
Lamc3_Itga9	1	0	0
Lamc3_Itgav	1	0	0
Lamc3_Itgb1	1	0	0
Lamc3_Itgb4	1	0	0
Lamc3_Itgb8	1	0	0
Lamc3_Sv2a	1	0	0
Lamc3_Sv2b	1	0	0
Lamc3_Sv2c	1	0	0
Lck_Cd8a	1	0	0
Lck_Cd8b1	1	0	0
Lcn2_Lrp2	0	1	1
Lcn2_Slc22a17	0	0	1
Lefty1_Acvr1	0	0	1
Lefty1_Acvr1b	0	0	1
Lefty1_Acvr2a	0	0	1
Lefty1_Acvr2b	0	0	1
Lefty2_Acvr1b	0	0	1
Lefty2_Acvr2a	0	0	1
Lefty2_Acvr2b	0	1	1
Lep_Lepr	1	1	1
Lep_Leprot	0	0	1
Lep_Lrp2	0	0	1
Lgals3_Il13ra2	0	0	1
Lgals3_Itga3	0	0	1
Lgals3_Itgb1	0	0	1
Lgals3_Itgb3	0	0	1
Lgals3_Itgb4	0	0	1
Lgals3_Mag	0	0	1
Lgals3_Mertk	0	0	1
Lgals3bp_Itgb1	0	1	1
Lgals8_Itga3	0	0	1
Lgals9_Cd40	0	0	1
Lgals9_Cd44	1	0	0
Lgals9_Clec7a	0	0	1
Lgals9_Havcr2	1	1	1
Lgals9_Ighm	1	0	0
Lgals9_Ptprc	1	0	0
Lhb_Lhcgr	1	1	1
Lif_Il6st	1	1	1
Lif_Lifr	1	1	1
Lin7c_Abca1	0	1	1
Lin7c_Htr2c	0	1	1
Lipc_Ldlr	0	0	1
Lipc_Lrp1	0	1	1
Lipc_Scarb1	0	0	1
Liph_Lpar1	0	1	1
Liph_Lpar2	0	1	0
